"Venue","Review Rating","Sentence","ContextIndependence","FactoidType"
"#Lula’s Sweet Apothecary",1.00,"The buns are a rich yellow color wonderfully soft, and pillowy; the filling is creamy and just lightly sweet[2].",TRUE,"judgement :: positive"
,,"Be careful with the pumpkin buns: they are sold in packs of six, and after the first one you'll be tempted to eat all six of them.",TRUE,"judgement :: positive"
"#Lula’s Sweet Apothecary",1.00,"You've been warned...",FALSE,"(none)"
,,"And irresistible are also their egg tarts: the pastry shell is firm and more crumbly than flaky.",FALSE,"judgement :: positive"
,,"The filling is very sweet with a firm texture as well.",FALSE,"judgement :: positive"
,,"They also keep very well: just steam them for 8 minutes[3], and after up to 5 days they still taste wonderful.",FALSE,"(none)"
,,"Their pork and cabbage buns are fine, but the pumpkin ones... you HAVE to try them!",TRUE,"fact :: practical :: advice"
,,"[1] Pumpkin cake, pumpkin ravioli, roasted pumpkin seeds, pumpkin risotto, pumpkin chili, baked pumpkin, pumpkin mincemeat pie, pumpkin muffins, pumpkin bread, etc...",TRUE,"fact :: practical"
"#Lula’s Sweet Apothecary",1.00,"[2] The fruit used for the filling is not actually Pumpkin, but Kabocha Squash.",FALSE,"fact :: practical"
,,"[3] If, like me, you don't have a food steamer, a colander over a small pot of boiling water will do just fine.",FALSE,"(none)"
,,"Now this is what a bun is supposed to taste like.",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"I've seen so many restaurants, Chinese included, screw them up.",FALSE,"(none)"
,,"Maybe the bun will end up too dry, or the filling sucks, but here the bun is soft, moist, and slightly sweet.",FALSE,"(none)"
,,"Also, it's ridiculously cheap!",FALSE,"fact :: practical"
,,"Personally I prefer the meat and veggie buns, but the sweet pork's not bad either.",FALSE,"fact :: practical"
,,"This place is amazing.",TRUE,"judgement :: positive"
"#Lula’s Sweet Apothecary",1.00,"I'm here like five times a week and I can't get enough.",FALSE,"judgement :: positive"
,,"I live around the corner, it's become a problem.",FALSE,"(none)"
,,"I highly recommend the egg custard and of course, the pumpkin bun.",FALSE,"fact :: practical :: advice"
,,"Red bean had a little less filling than I like, but everything else I've tried makes up for it.",FALSE,"fact :: practical"
,,"So cheap yet I'm always broke because of it.",FALSE,"fact :: practical"
,,"Must try if you're in the neighborhood!",TRUE,"fact :: practical :: advice"
,,"They sell out of buns pretty early in the afternoon, so when I first came around 6-7 PM, I sadly left empty-handed.",FALSE,"fact :: practical :: alert"
,,"The second time, I dropped in around 2 PM-ish and picked up 2 steamed buns for $1.50: Pumpkin (not on the menu, but they do sell singles) and Red Bean.",FALSE,"fact :: practical"
,,"Delightfully fluffy and filling (because it's mainly bun).",FALSE,"judgement :: positive"
,,"Steamed bun/filling ratio:",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"Pumpkin: 99/1.",FALSE,"(none)"
,,"Let's not kid ourselves - You're not going to satisfy a pumpkin craving with this one.",FALSE,"(none)"
,,"Red Bean: 70/30.",FALSE,"(none)"
,,"Yum!",FALSE,"(none)"
,,"I only wish there was more filling...",FALSE,"judgement"
"#Lula’s Sweet Apothecary",1.00,"I'll come back for the Red Bean and to try the Roasted Pork bun.",FALSE,"fact :: practical"
"#Lula’s Sweet Apothecary",1.00,"Pass on the Pumpkin, but it's so darn cheap, I might give it another shot...",FALSE,"(none)"
,,"The red bean bun is excellent.",TRUE,"judgement :: positive"
,,"Soft, fluffy bun on the outside, a natural tasting, sweet red bean inside.",FALSE,"judgement :: positive"
"#Lula’s Sweet Apothecary",1.00,"Both pumpkin and red bean buns are tasty, depending on what you feel like.",TRUE,"judgement :: positive"
,,"I think what I like about Golden Steamer is not just that the bun outside is well done, but also that there isn't an excessive amount of filling inside, it's just enough and not overly sweetened.",FALSE,"judgement :: positive"
,,"They know their buns!",FALSE,"(none)"
,,"A hot day for some steamy buns!",FALSE,"(none)"
,,"I got a pumpkin bun to try.",FALSE,"(none)"
,,"This place also sells various buns with wheat, pork, salted egg, red bean etc.",FALSE,"fact :: practical"
,,"They also have small egg tarts.",FALSE,"fact :: practical"
,,"If you look past the cashier, there's a man in the backroom kneading dough.",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"My pumpkin bun was soft, fluffy, chewy, and tasty!",TRUE,"judgement :: positive"
,,"The pumpkin filling was light, subtly sweet, and not too much.",TRUE,"fact :: practical"
,,"One bun is pretty filling.",FALSE,"fact :: practical"
,,"The street this store is on smells strongly of dried shrimp and dried fish.",FALSE,"(none)"
,,"Golden Steamer, I'll be back one day.",FALSE,"(none)"
"#Lula’s Sweet Apothecary",1.00,"These guys are not helping my diet.",FALSE,"(none)"
,,"I had the steamed buns with the pork filling ... so good.",FALSE,"judgement :: positive"
,,"The buns are soft and fluffy.",TRUE,"fact :: practical"
"#Lula’s Sweet Apothecary",1.00,"The pork isn't too sweet and also has a nice, mild sour taste.",TRUE,"judgement :: positive"
,,"You can either get 'em fresh or buy a pack of regular or mini sized ones to go.",FALSE,"(none)"
"#Lula’s Sweet Apothecary",0.80,"The minis come in a pack of 8.",TRUE,"fact :: practical"
,,"I prefer those cuz it keeps the portion size in control though I'm seriously tempted to eat more than one at a time.",FALSE,"(none)"
,,"They ask you to steam them for 8 mins but if you are short of patience or time, simply nuke them for a few seconds and they are good to go.",TRUE,"fact :: practical :: advice"
,,"This place is absolutely amazing.",TRUE,"judgement :: positive"
,,"To quote Elizabeth Browning, ""How do I love thee, let me count the ways.""",FALSE,"(none)"
,,"This place is not only super cheap, but the buns are like heaven on earth.",TRUE,"judgement :: positive"
,,"It's only $.80 per bun, and each one is rather large.",TRUE,"fact :: practical"
,,"I got the pumpkin and the custard, and oh my lordy were they good.",FALSE,"judgement :: positive"
"#Ray’s Candy Store",0.80,"My favorite by far was the custard, though both were tasty.",FALSE,"judgement :: positive"
,,"The custard was perfectly sweet with a hint of saltiness to balance the sweet.",TRUE,"judgement :: positive"
,,"It also wasn't hard and baked, but smooth and creamy.",FALSE,"(none)"
,,"Meanwhile the buns are so fluffy and soft.",TRUE,"judgement :: positive"
,,"I could have probably eaten five.",FALSE,"(none)"
,,"The pumpkin bun is filled with pureed mashed pumpkin, and is slightly sweet.",TRUE,"fact :: practical"
,,"My friend got a char siu bao and a pork and chive bao.",TRUE,"fact :: practical"
,,"Both of which she said were really good.",FALSE,"(none)"
,,"I'll take her word for it.",FALSE,"(none)"
,,"On a chilly day this place was just perfect.",TRUE,"judgement :: positive"
,,"I will be back here many times.",FALSE,"(none)"
"#Ray’s Candy Store",1.00,"Quick and affordable snack.",TRUE,"fact :: practical"
,,"Dropped by for a Steamed Pork Bun and Steamed Pumpkin Bun.",FALSE,"fact :: practical"
"#Ray’s Candy Store",1.00,"Service is fast.",TRUE,"judgement :: positive"
,,"The shop is small and crowded.",TRUE,"fact :: practical"
,,"They have pictures of some of their menu items towards the cashier.",TRUE,"fact :: practical"
,,"Prepacked buns are within reach for you to take home.",TRUE,"fact :: practical"
,,"Little seating is available.",TRUE,"fact :: practical"
,,"Each bun is about $0.75.",TRUE,"fact :: practical"
,,"The price is definitely right.",FALSE,"(none)"
,,"The Pumpkin Bun had a natural pumpkin flavor.",TRUE,"fact :: practical"
,,"It would have been nice if there was more filling.",TRUE,"judgement"
,,"The bun was light and fluffy.",TRUE,"judgement :: positive"
,,"I appreciate that it was not too sweet.",FALSE,"(none)"
,,"The Pork Bun was fluffy and stuffed with sweet and savory roast pork.",TRUE,"fact :: practical"
,,"There was quite a bit of filling in this bun, however, I found more bits of fat than actual meat.",FALSE,"judgement"
,,"I wouldn't say this is my ultimate favorite place to grab pork buns in Chinatown but it's still tasty.",FALSE,"fact :: practical"
,,"If you're on a budget and can't decide whether you want something sweet or savory, this is the perfect place.",TRUE,"fact :: practical :: advice"
,,"Chinatown can be confusing to navigate but rest assured this place has positive reviews for a reason.",FALSE,"(none)"
,,"Stick with the recommendations, as I did, and you won't be dissatisfied.",FALSE,"(none)"
,,"The buns have good texture, nice and fluffy.",TRUE,"judgement :: positive"
,,"Although the filling is kind of sparse, all the buns I tried were tasty.",FALSE,"judgement :: positive"
,,"You can't go wrong with the steamed rost pork bun, and the pumpkin and egg custard are a good sweeter option.",TRUE,"fact :: practical"
,,"It's no Ippodu and Momofuku, but if you can stop being a snob and enjoy a $0.40 to $0.60 cent bun for what it's worth, you can have a decent meal/snack for the change at the bottom of your purse!",FALSE,"fact :: practical"
,,"Even the water bottles are just $0.75 cents.",FALSE,"(none)"
,,"I was sad they ran out of bubbles because I wanted to try their tea because I was thoroughly enjoying myself with my co-worker sitting on their two and a half seats.",FALSE,"(none)"
,,"But seriously, while sitting there from 1:50 to 2:10 at least 30 people came and went by the time we had finished eating.",FALSE,"(none)"
,,"They are constantly selling buns and making fresh ones.",TRUE,"fact :: practical"
,,"You can even get a take away box of 6-8 to heat up at home.",FALSE,"(none)"
,,"Takeaway: solid buns on the cheap, great for on the go.",TRUE,"fact :: practical"
,,"Although the name could be confused with a sexual act that would have some ludicrous definition on urban dictionary, it isnt!",FALSE,"(none)"
"#Ray’s Candy Store",0.60,"Golden Steamer is a gem stuffed in between smelly fish shops! sounds appealing no",FALSE,"(none)"
,,"Well as you can see i gave Golden Steamer 4 stars.",FALSE,"(none)"
,,"I am obsessed with their Pumpkin Bun OMG-I would part seas for this baby",FALSE,"judgement :: positive"
,,"It is a light doughy bun filled with pureed pumpkin that melts in your mouth-sigh",FALSE,"(none)"
,,"The people in Golden Steamer are very accommodating-They saved me some buns while i ran around looking for an ATM (they only take cash)",TRUE,"fact :: practical"
,,"The reason Golden Steamer only has 4 stars is because of its location and a personal reason which is the adventure i went on to get the pumpkin buns",FALSE,"(none)"
,,"Went to Golden Steamer on a Tuesday and they told me to come back tomorrow they don't have today- i was annoyed but ok challenge accepted.",FALSE,"judgement"
,,"Wednesday i got off my train again and went to go be acquainted with the pumpkin bun(first time trying it btw) I go there they have 6 left!!!!",FALSE,"(none)"
,,"As i take out my card i hear sorry ms cash only!!",FALSE,"fact :: practical"
,,"Well i had no cash so i ran around for an hr looking for a working ATM- could have just been an off day.",FALSE,"(none)"
,,"Finally got back they had sold two so i had four left, understandable i took awhile.",FALSE,"(none)"
,,"But it was all worth it.",FALSE,"(none)"
,,"Hopefully your Pumpkin Bun hunt wont take you two days",FALSE,"(none)"
,,"Oh and Chinatown is a busy area with not so pleasant smells!",FALSE,"(none)"
"#Ray’s Candy Store",1.00,"This little gem is pretty tucked away, with a small space for customers and what looks to be a huge kitchen in the back of the shop.",TRUE,"fact :: trivia"
,,"The menu is limited (maybe 6 varieties of steamed buns and 6 of the baked ones,) which is awesome because you know that they stick to what they do well.",TRUE,"fact :: practical"
"#Ray’s Candy Store",0.80,"I ordered one steamed pork and vegetable bun and one baked roasted pork bun.",FALSE,"fact :: practical"
,,"Oh, shoot, the pork and vegetable bun was tasty.",TRUE,"judgement :: positive"
,,"Lots of flavor and a good mix of textures.",TRUE,"judgement :: positive"
,,"I could have eaten so many of those.",FALSE,"(none)"
,,"The baked roasted pork bun was also pretty good, but the pork kind of tasted like bar-b-que, which I really didn't expect.",FALSE,"fact :: practical"
,,"I prefer the steamed buns, just because the texture is gummy and soft and wonderful.",FALSE,"judgement :: positive"
,,"I didn't try the much talked about pumpkin buns, though, which is just a great excuse to go back soon...maybe tomorrow?",FALSE,"(none)"
,,"One of the best finds in Chinatown.",TRUE,"fact :: trivia"
,,"I was really craving a steamed red bean bun one day and, lo and behold, found this place through Yelp.",FALSE,"fact :: practical"
,,"Since then, I've been back a few times to grab a bun for breakfast.",FALSE,"(none)"
"#Ray’s Candy Store",0.80,"I always order a red bean bun, and it instantly comes out piping hot and fresh from the back.",FALSE,"fact :: practical"
,,"The best part: each bun is only 70 cents!",TRUE,"fact :: practical"
,,"Get to the Chase:",FALSE,"(none)"
,,"Pros:",FALSE,"(none)"
,,"1) Very friendly staff",TRUE,"judgement :: positive"
